id,trigger,conditions,script,text,options,notes
sdtuHyderTalk1GoalsNotMethods,DialogOptionSelected,$option == sdtu_hyderTalk1GoalsNotMethods,"$option = sdtu_hyderTalk1Results 0
FireBest DialogOptionSelected","""Ensuite, je vous demanderais de réévaluer votre perception de ses objectifs"", dit Hyder avec hauteur.",,
sdtuHyderTalk1Results,DialogOptionSelected,$option == sdtu_hyderTalk1Results,,"Elle poursuit : ""Macario dit ce qui lui est utile. Observez les résultats de ses actions : paranoïa, inefficacité et anarchie."" ",sdtu_hyderTalkRound2startLaw:Continue,
sdtuHyderOfficerForAPrice,DialogOptionSelected,$option == sdtu_hyderOfficerForAPrice,FireAll SDTUHyderTalk1OfficerResponses,"""Un commandant ne devrait jamais abandonner son commandement"", déclare Hyder comme un fait froid. ""Jamais.""

""Le manquement au devoir est déjà une trahison. Mieux vaut affronter les machinations de Macario par une mort honorable plutôt que de laisser ses mensonges et ses subterfuges corrompre notre devoir sacré."" ",,
sdtuHyderOfficerMutiny,DialogOptionSelected,$option == sdtu_hyderOfficerMutiny,FireAll SDTUHyderTalk1OfficerResponses,"""Le devoir d'un équipage est de suivre les ordres d'un officier supérieur. Cet officier assume la responsabilité morale en cas d'échec. La désobéissance nécessite une cour martiale pour le grave crime de mutinerie.""

""Il vaut mieux affronter les machinations de Macario par une mort honorable plutôt que de permettre à son subterfuge de corrompre son devoir sacré."" ",,
sdtuHyderTalk1OfficerResponsesA,SDTUHyderTalk1OfficerResponses,,,,"sdtu_hyderTalk1JustJob:""Look, I just did the job. Your laws and your ethics are your business.""",
sdtuHyderTalk1OfficerResponsesB,SDTUHyderTalk1OfficerResponses,$global.sdtu_promisedToHelpPatrolLeader,,,"sdtu_hyderTalk1Harsh:""That seems harsh. It is Macario who manufactured the dilemma.""",
sdtuHyderTalk1OfficerResponsesF,SDTUHyderTalk1OfficerResponses,$global.sdtu_promisedToHelpPatrolLeader,,,"sdtu_hyderTalk1Unacceptable:""You're right, a true officer would stand by their position, even unto death.""",
sdtuHyderTalk1OfficerResponsesG,SDTUHyderTalk1OfficerResponses,$global.sdtu_promisedToHelpPatrolLeader,,,"sdtu_hyderTalk1UnacceptableLie:""You're right, a true officer would stand by their position, even unto death."" (lie)",
sdtuHyderTalk1OfficerResponsesC,SDTUHyderTalk1OfficerResponses,$global.sdtu_gotPatrolCrewToMutiny,,,"sdtu_hyderTalk1HarshCrew:""The crew merely intended to uphold the law; it is Macario who manufactured the dilemma.""",
sdtuHyderTalk1OfficerResponsesD,SDTUHyderTalk1OfficerResponses,$global.sdtu_gotPatrolCrewToMutiny,,,"sdtu_hyderTalk1Unacceptable:""You're right. Mutiny is absolutely unacceptable in a warfleet.""",
sdtuHyderTalk1OfficerResponsesE,SDTUHyderTalk1OfficerResponses,$global.sdtu_gotPatrolCrewToMutiny,,,"sdtu_hyderTalk1UnacceptableLie:""You're right. Mutiny is absolutely unacceptable in a warfleet."" (lie)",
sdtuHyderTalk1JustJob,DialogOptionSelected,$option == sdtu_hyderTalk1JustJob,"AdjustRepPerson hyder VENGEFUL  -1
$player.ethosMercenary++
$option = sdtu_hyderTalkRound2startLaw 0
FireBest DialogOptionSelected","Ses yeux se rétrécissent. ""Ils le sont. Et puisque vous êtes actuellement dans le volume juridique et éthique du Diktat Sindrien, vous devez respecter nos lois.""",,# take no position: the coward's answer!
sdtuHyderTalk1Harsh,DialogOptionSelected,$option == sdtu_hyderTalk1Harsh,"$player.ethosMercy++
$option = sdtu_hyderTalkRound2startLaw 0
FireBest DialogOptionSelected","""Il l'a fait"", admet-elle, et continue sans hésitation : ""Néanmoins, mon officier a échoué dans sa mission et dans son poste. Un officier qui inflige une défaite à son commandant doit faire face à ce fait honorablement, ne pas abandonner son uniforme et son devoir de fuir comme un lâche. . À ce point-là.""",,
sdtuHyderTalk1HarshCrew,DialogOptionSelected,$option == sdtu_hyderTalk1HarshCrew,$player.ethosMercy++,"""Votre instinct de commandement à veiller au bien-être de l'équipage est admirable"", concède-t-elle.

Puis ses yeux se plissent, ""Mais méfiez-vous de l'excès de miséricorde ; cela vous rendra faible. Comme l'a dit Andrada, 'Un vrai leader comprend que la victoire s'achète avec des pertes'.""

""Donc : si le plus grand bien est de faire respecter la loi, alors cet équipage doit servir cette cause en fournissant un exemple de son exécution.""",sdtu_hyderTalkRound2startLaw:Continue,
sdtuHyderTalk1Unacceptable,DialogOptionSelected,$option == sdtu_hyderTalk1Unacceptable,"AdjustRepPerson hyder FRIENDLY 2
$player.ethosOrder++
$option = sdtu_hyderTalk1Unacceptable2 0
FireBest DialogOptionSelected
$trust++",,,
sdtuHyderTalk1UnacceptableLie,DialogOptionSelected,$option == sdtu_hyderTalk1UnacceptableLie,"AdjustRepPerson hyder FRIENDLY 2
$player.ethosLiar++
$option = sdtu_hyderTalk1Unacceptable2 0
FireBest DialogOptionSelected
$trust++",,,
sdtuHyderTalk1Unacceptable2,DialogOptionSelected,$option == sdtu_hyderTalk1Unacceptable2,"$option = sdtu_hyderTalkRound2startLaw 0
FireBest DialogOptionSelected","""Alors nous sommes unis sur cette question d'honneur"", dit-elle avec un signe de tête.",,
# Hyder convo round 2,,,,,,
sdtuHyderTalkRound2startLaw,DialogOptionSelected,$option == sdtu_hyderTalkRound2startLaw,FireAll SDTUHyderTalkRound2Options,"""En parlant de loi."" Hyder croise les bras. ""Vous avez un officier subordonné à mon commandement. Je vais le mettre en garde à vue pour qu'il soit jugé devant une cour martiale navale.""",,
sdtuHyderTalkRound2start,DialogOptionSelected,$option == sdtu_hyderTalkRound2start,FireAll SDTUHyderTalkRound2Options,"Hyder croise les bras. ""Vous avez un officier subordonné à mon commandement. Je vais le mettre en garde à vue pour qu'il soit jugé par une cour martiale navale.""",,
sdtuHyderTalkRound2OptionsB,SDTUHyderTalkRound2Options,!$global.sdtu_fulfilledPromiseToPatrolTraitor,,,"sdtu_hyderTalk2Transfer:""I will transfer them to your custody immediately.""",
sdtuHyderTalkRound2OptionsC,SDTUHyderTalkRound2Options,!$global.sdtu_fulfilledPromiseToPatrolTraitor,,,"sdtu_hyderTalk2ToMacario:""Macario issued the arrest warrant. I will take the officer to him.""",
sdtuHyderTalkRound2OptionsD,SDTUHyderTalkRound2Options,"!$global.sdtu_fulfilledPromiseToPatrolTraitor
$global.sdtu_promisedToHelpPatrolLeader",,,"sdtu_hyderTalk2Promised:""I promised to release this officer on an independent world.""",
sdtuHyderTalkRound2OptionsD2,SDTUHyderTalkRound2Options,$global.sdtu_fulfilledPromiseToPatrolTraitor,,,"sdtu_hyderTalk2PromisedB:""I promised to release them on an independent world, and I did.""",
sdtuHyderTalkRound2OptionsE,SDTUHyderTalkRound2Options,$global.sdtu_promisedToHelpPatrolLeader,,,"sdtu_hyderTalk2Battle:""Unfortunately, they were killed in battle."" (lie)",
sdtuHyderTalk2Transfer,DialogOptionSelected,$option == sdtu_hyderTalk2Transfer,"AdjustRepPerson hyder FRIENDLY 2
$trust++
FireAll SDTUHyderOfficerCheckPromise
$global.sdtu_didPatrolTraitorTransfer = true","""Bien"", dit Hyder, puis il donne l'ordre à un subordonné de commencer le processus de transfert des prisonniers.",sdtu_hyderTalk3start:Continue,
sdtuHyderTalk2TransferPromise,SDTUHyderOfficerCheckPromise,$global.sdtu_promisedToHelpPatrolLeader,$player.ethosLiar++,"Vous aviez conclu un accord pour libérer l'officier sur le premier monde indépendant que vous avez visité. Ils vous verront mal pour cet abus de confiance, mais ils ne sont qu'un officier voyou du Diktat Sindrien avec très peu d'amis dans le secteur Persean.

Si cela peut vous consoler, le sort de la cour martiale de Hyder sera probablement moins cruel que celui que Macario avait en tête.",,
sdtuHyderTalk2ToMacario,DialogOptionSelected,$option == sdtu_hyderTalk2ToMacario,"AdjustRepPerson hyder VENGEFUL -1
$trust--","""Je vois"", dit catégoriquement Hyder.

""Je vous propose ceci : votre objection sera enregistrée, puis vous transférerez le prisonnier. J'assumerai la responsabilité de la question de juridiction. Cela remplira votre obligation et laissera la question à la loi du Diktat sindrien.""","sdtu_hyderTalk2Transfer:""I accept. I'll have the prisoner sent to you immediately.""
sdtu_hyderTalk2PrisonerToMacarioFinal:""I must insist. This is Macario's prisoner.""",
sdtuHyderTalk2Promised,DialogOptionSelected,$option == sdtu_hyderTalk2Promised,,"""Je vois"", dit catégoriquement Hyder. ""J'apprécie qu'en tant qu'officier, vous êtes tenu de tenir parole. Cependant, la loi du régime politique au pouvoir d'un volume l'emporte sur votre promesse personnelle.""

""Je vous propose ceci : votre objection sera enregistrée, puis vous transférerez le prisonnier. Cela remplira votre honorable obligation tout en faisant respecter la loi.""","sdtu_hyderTalk2Transfer:""Then, with objection, I shall transfer the prisoner to your custody.""
sdtu_hyderTalk2Promised2:""I must insist. If my words mean nothing, then I am nothing.""
sdtu_hyderTalk2Promised2lie:""I must insist. If my words mean nothing, then I am nothing."" (lie)",
sdtuHyderTalk2Promised2,DialogOptionSelected,$option == sdtu_hyderTalk2Promised2,"$player.ethosHonorable++
$option = sdtu_hyderTalk2Promised3A 0
FireBest DialogOptionSelected",,,
sdtuHyderTalk2Promised2lie,DialogOptionSelected,$option == sdtu_hyderTalk2Promised2lie,"$player.ethosLiar++
$option = sdtu_hyderTalk2Promised3A 0
FireBest DialogOptionSelected",,,
sdtuHyderTalk2Promised3A,DialogOptionSelected,$option == sdtu_hyderTalk2Promised3A,"AdjustRepPerson hyder FRIENDLY 2
$trust++
$global.sdtu_tabledPrisonerTransfer = true","Hyder a l’air pensif. ""Ensuite, nous nous retrouvons dans une impasse, capitaine, chacun ayant juré de respecter son devoir et sa loyauté les plus élevés."" 

Une pause, puis elle continue : ""Votre conviction est indéniable, capitaine. Laissez-nous déposer l'affaire.""

On dirait qu'elle va vous laisser vous en sortir avec le prisonnier, sans l'admettre. Intéressant. Mieux vaut jouer le jeu.",sdtu_hyderTalk3start:Continue,
sdtuHyderTalk2Promised2SD,DialogOptionSelected,"$option == sdtu_hyderTalk2Promised2
$player.fcm_faction == sindrian_diktat","$option = sdtu_hyderTalk2Promised3B 0
FireBest DialogOptionSelected",,,
sdtuHyderTalk2Promised2SDlie,DialogOptionSelected,"$option == sdtu_hyderTalk2Promised2lie
$player.fcm_faction == sindrian_diktat","$player.ethosLiar++
$option = sdtu_hyderTalk2Promised3B 0
FireBest DialogOptionSelected",,,
sdtuHyderTalk2Promised3B,DialogOptionSelected,$option == sdtu_hyderTalk2Promised3B,"AdjustRepPerson hyder VENGEFUL -1
$trust--","L'expression de Hyder se durcit. ""Votre serment d'adhésion au Diktat sindrien ne signifie-t-il rien ? Vous avez alors donné votre parole.""","sdtu_hyderTalk2Transfer:""You are right, that loyalty is higher. I will order the transfer."" 
sdtu_hyderTalk2Promised3B2:""I would be a coward and a liar if I did not follow my judgment. I accept all consequences.""",
sdtuHyderTalk2Promised3B2,DialogOptionSelected,$option == sdtu_hyderTalk2Promised3B2,"AdjustRepPerson hyder FRIENDLY 2
$trust++
$global.sdtu_tabledPrisonerTransfer = true","""Intéressant."" Elle détourne le regard pendant un moment, pensant à une autre pensée, mais se concentre rapidement sur vous.

""Votre conviction est indéniable, capitaine, et cela vaut quelque chose. Déposons l'affaire.""

On dirait qu'elle va vous laisser vous en sortir avec le prisonnier, sans l'admettre. Intéressant. Mieux vaut jouer le jeu.",sdtu_hyderTalk3start:Continue,
sdtuHyderTalk2PromisedB,DialogOptionSelected,$option == sdtu_hyderTalk2PromisedB,,"""Je vois"", dit catégoriquement Hyder. ""J'apprécie qu'en tant qu'officier, vous soyez tenu de tenir parole. Cependant, la loi du régime politique au pouvoir l'emporte sur votre promesse personnelle.""

Elle ferme les yeux un instant, soupire, puis dit : « Fournissez-moi un rapport de votre dernière observation de l'officier en question. Je considérerai cela comme la diligence la moins acceptable pour faire respecter notre loi. »","sdtu_hyderReleasedInfo:""I shall do so.""
sdtu_hyderReleasedInsist:""I must insist on not doing so. If my word means nothing, then I am nothing.""
sdtu_hyderReleasedInsistLie:""I must insist on not doing so. If my word means nothing, then I am nothing."" (lie)",
sdtuHyderReleasedInsist,DialogOptionSelected,$option == sdtu_hyderReleasedInsist,"$player.ethosHonorable++
$option = sdtu_hyderReleasedInsist2 0
FireBest DialogOptionSelected",,,
sdtuHyderReleasedInsistLie,DialogOptionSelected,$option == sdtu_hyderReleasedInsistLie,"$player.ethosLiar++
$option = sdtu_hyderReleasedInsist2 0
FireBest DialogOptionSelected",,,
sdtuHyderReleasedInsist2,DialogOptionSelected,$option == sdtu_hyderReleasedInsist2,,"Hyder semble mécontent. ""Alors nous nous retrouvons dans une impasse, capitaine, chacun ayant juré de respecter ce que chacun croit être son devoir."" 

Une pause, puis elle continue : ""Votre conviction est aussi indéniable que déplacée, capitaine. Laissez-nous déposer l'affaire.""

On dirait qu'elle va vous laisser vous en sortir sans l'admettre. Intéressant. Mieux vaut jouer le jeu.",sdtu_hyderTalk3start:Continue,# trust is a wash here
sdtuHyderReleaseInsistCom1,DialogOptionSelected,$option == sdtu_hyderTalk2Promised3B,"AdjustRepPerson hyder VENGEFUL -1
$trust--","L'expression de Hyder se durcit. ""Est-ce que votre serment d'adhésion au Diktat sindrien ne signifie rien ? Vous avez alors donné votre parole. Et maintenant ?""","sdtu_hyderReleaseInsistCom1a:""You are right, the oath I swore is more important. I will make the report."" 
sdtu_hyderReleaseInsistCom1b:""I would be a coward if I did not follow my judgment. I accept all consequences.""",
sdtuHyderReleaseInsistCom1b,DialogOptionSelected,$option == sdtu_hyderReleaseInsistCom1b,"$option = sdtu_hyderReleasedInsist2 0
FireBest DialogOptionSelected","Elle vous regarde, calculant quelque chose qui ne lui plaît pas.",,
sdtuHyderTalk2ReleasedInfoB,DialogOptionSelected,$option == sdtu_hyderReleaseInsistCom1a,AdjustRepPerson hyder FRIENDLY 1,"Vous ordonnez à votre officier de communication de rédiger un bref rapport répondant à la lettre des exigences de Hyder, et il est rapidement envoyé.

""Je pense que cela suffit"", dit Hyder après avoir jeté un rapide coup d'œil à son datapad.",sdtu_hyderTalk3start:Continue,
sdtuHyderTalk2ReleasedInfo,DialogOptionSelected,$option == sdtu_hyderReleasedInfo,"AdjustRepPerson hyder FRIENDLY 1
$trust++","Vous ordonnez à votre officier de communication de rédiger un bref rapport répondant à la lettre des exigences de Hyder, et il est rapidement envoyé.

""Je pense que cela suffit"", dit Hyder après avoir jeté un rapide coup d'œil à son datapad.",sdtu_hyderTalk3start:Continue,
sdtuHyderTalk2Battle,DialogOptionSelected,$option == sdtu_hyderTalk2Battle,"$player.ethosLiar++
$liedAboutOfficer = true 0
FireBest SDTUHyderTalk2BattleCheck","""Je vois"", dit catégoriquement Hyder.",,
sdtuHyderTalk2BattleCheckA,SDTUHyderTalk2BattleCheck,!$global.sdtu_foughtDiktatPatrol,AdjustRepPerson hyder VENGEFUL -1,"""J'ai du mal à accepter votre parole à ce sujet, car vous n'avez pas combattu avec notre flotte de patrouille pendant que cet officier commandait."" 

""Je serais terriblement déçu si je découvrais que tu mentais.""","sdtu_hyderTalk2BattleLieA:""I stand by my word. As an officer.""
sdtu_hyderTalk2BattleLieB:""With apologies, I promised to release this officer on an independent world.""
sdtu_hyderTalk2BattleLieC:""With apologies, Macario also told me to lie about this to gauge your reaction."" (lie)",
sdtuHyderTalk2BattleLieA,DialogOptionSelected,$option == sdtu_hyderTalk2BattleLieA,$knowHyderThinksPlayerLied = true 0,"""En effet"", dit Hyder. 

Vous pouvez voir sur son visage qu'elle croit que vous mentez et qu'elle choisit de ne pas vous en parler pour le moment. Macario avait raison : elle ne ferait pas une bonne politicienne.",sdtu_hyderTalk3start:Continue,
sdtuHyderTalk2BattleLieB,DialogOptionSelected,$option == sdtu_hyderTalk2BattleLieB,,"""Je vois"", dit catégoriquement Hyder. ""J'apprécie qu'en tant qu'officier, vous êtes tenu de tenir parole. Cependant, la loi du régime politique au pouvoir d'un volume l'emporte sur la nécessité de respecter votre parole.""

""Je vous propose ceci : votre objection sera enregistrée, puis vous transférerez le prisonnier. Cela remplira votre honorable obligation tout en faisant respecter la loi.""","sdtu_hyderTalk2Transfer:""I shall transfer the prisoner to your custody.""
sdtu_hyderTalk2PrisonerToMacarioFinal:""Macario issued the arrest warrant. I will take the officer to him.""",
sdtuHyderTalk2PrisonerToMacarioFinal,DialogOptionSelected,$option == sdtu_hyderTalk2PrisonerToMacarioFinal,"$global.sdtu_toldHyderPrisonerToMacario = true
$trust--
AdjustRepPerson hyder VENGEFUL -1
$option = sdtu_hyderTalk3start 0
FireBest DialogOptionSelected","""Donc, vous êtes une créature de Macario"", dit Hyder, sa colère soigneusement réprimée sous un air officieux. ""Je porterai cette affaire jusqu'au bureau de l'Exécuteur Suprême, s'il le faut.""

Elle respire profondément.",,
sdtuHyderTalk2BattleLieC,DialogOptionSelected,$option == sdtu_hyderTalk2BattleLieC,,"Hyder ferme les yeux et se frotte l'arête du nez ; il semble qu’elle n’apprécie pas la perspective du mensonge et du contre-mensonge.

""Macario typique"", dit-elle finalement, sa colère étant maintenant - principalement - dirigée contre vous-même. ""Plus de jeux ! Transférez le prisonnier sous ma garde afin qu'une cour martiale appropriée puisse avoir lieu.""

Elle vous fixe avec son regard. ""Faites cela selon le bon ordre des choses, chacun à sa place. C'est la voie du Diktat Sindrien.""","sdtu_hyderTalk2Transfer:""I will transfer them to your custody immediately.""
sdtu_hyderTalk2PrisonerToMacarioFinal:""Macario issued the arrest warrant. I will take the prisoner to him.""",
sdtuHyderTalk2BattleLieC2,DialogOptionSelected,"$option == sdtu_hyderTalk2BattleLieC
$global.sdtu_fulfilledPromiseToPatrolTraitor",,"Hyder ferme les yeux et se frotte l'arête du nez ; il semble qu’elle n’apprécie pas la perspective du mensonge et du contre-mensonge.

""Macario typique"", dit-elle finalement, sa colère étant maintenant - principalement - dirigée contre vous-même.

""Dites à Macario,"" elle crache son nom comme un morceau de nourriture pourrie, ""que ma loyauté envers l'Exécuteur Suprême est incontestable. Et que je ferai rapport à mon supérieur de son gaspillage de ressources navales.""","sdtu_hyderTalk3start2:""There's just one more thing...""",
sdtuHyderTalk2BattleCheckB,SDTUHyderTalk2BattleCheck,$global.sdtu_foughtDiktatPatrol,,"""Bien que ce soit insatisfaisant, j'accepterai votre parole en tant qu'officier selon laquelle c'est la vérité.""",sdtu_hyderTalk3start:Continue,
# hyder round 3,,,,,,
sdtuHyderTalk3Start,DialogOptionSelected,$option == sdtu_hyderTalk3start,,"""Maintenant, je crois que nos affaires sont terminées pour le moment"", dit-elle.

""Dites à Macario,"" elle crache son nom comme un morceau de nourriture pourrie, ""que ma loyauté envers l'Exécuteur Suprême est incontestable. Et que je ferai rapport à mon supérieur de son gaspillage de ressources navales.""","sdtu_hyderTalk3start2:""There's just one more thing...""",
sdtuHyderTalk3Start2,DialogOptionSelected,$option == sdtu_hyderTalk3start2,"FireBest SDTUHyderTalk3judgment
FireAll SDTUHyderTalk3Options","Elle fait une pause alors qu'elle se dirige vers la coupure de communication. ""Qu'est-ce qu'il y a, capitaine.""

Macario avait au moins raison sur une chose : Hyder n’est pas difficile à lire.",,
sdtuHyderTalk3judgment1,SDTUHyderTalk3judgment,$trust>1,,"On a l'impression qu'elle te fait confiance. Ou, du moins, elle respecte l'impression que vous avez faite jusqu'à présent et aimerait que quelqu'un ait confiance.",,
sdtuHyderTalk3judgment2,SDTUHyderTalk3judgment,$trust==1,,"Vous avez fait une impression mitigée ; on a l'impression qu'elle ne vous fait pas vraiment confiance, mais elle évolue dans un nid de vipères et veut faire confiance à quelqu'un, d'une manière ou d'une autre.",,
sdtuHyderTalk3judgment3,SDTUHyderTalk3judgment,$trust==0,,Elle ne te fait pas confiance. Et elle n’aimerais rien de plus que d’avoir un allié en qui elle a confiance et qu’elle respecte après avoir opéré seule dans le chaos enrégimenté de la bureaucratie du Diktat Sindrien. Vous n'avez ici que la plus brève ouverture.,,
sdtuHyderTalk3judgment4,SDTUHyderTalk3judgment,$trust<0,,"Elle ne te fait pas confiance. Elle ne t'aime pas. Elle pense que vous travaillez pour Macario, ou du moins que vous travaillez pour être à son niveau. Au moins, ta position est claire.",,
sdtuHyderTalk3Answers1,SDTUHyderTalk3Options,"$answersDone == 1
$trust <= 0",,"""J'ai peu de patience pour ça"", dit-elle. ""Choisissez soigneusement vos mots.""",,
sdtuHyderTalk3Answers1End,SDTUHyderTalk3Options,"$answersDone == 2
$trust <= 0","$option = sdtu_hyderTalkEnd 0
FireBest DialogOptionSelected","""Assez"", dit-elle. ""Faites votre rapport à Macario. Et réfléchissez attentivement à vos paroles.""

Les communications ont été coupées.",,
sdtuHyderTalk3Answers2,SDTUHyderTalk3Options,"$answersDone == 2
$trust == 1",,"""J'ai peu de patience pour ça"", dit-elle. ""Choisissez soigneusement vos mots.""",,
sdtuHyderTalk3Answers2End,SDTUHyderTalk3Options,"$answersDone == 3
$trust == 1","$option = sdtu_hyderTalkEnd 0
FireBest DialogOptionSelected","""Assez"", dit-elle. ""Faites votre rapport à Macario. Et réfléchissez attentivement à vos paroles.""

Les communications ont été coupées.",,
sdtuHyderTalk3OptionsHeg,SDTUHyderTalk3Options,"$player.fcm_faction == hegemony
!$saidHegemony",,,"sdtu_hyderTalk3Hegemony:""Would you return to the Hegemony? I could talk to someone...""",
sdtuHyderTalk3OptionsJ,SDTUHyderTalk3Options,$saidAndrada,,,"sdtu_hyderTalk3Leadership:""Who should lead the Sindrian Diktat when Andrada is dead? You?""",
sdtuHyderTalk3OptionsG,SDTUHyderTalk3Options,"$saidBoss
!$saidPromotion",,,"sdtu_hyderTalk3BossPromotion:""Shouldn't you be Grand Star Marshal if the current one is incapacitated?""",
sdtuHyderTalk3OptionsH,SDTUHyderTalk3Options,"$saidBoss
!$askedLastMetAndrada
$trust < 1",,,"sdtu_hyderTalk3BossTalkAndrada:""And when is the last time you met with Andrada?""",
sdtuHyderTalk3OptionsI,SDTUHyderTalk3Options,"$saidBoss
!$saidAndrada
$trust >= 2
!$global.knowsMacarioThinksAndradaIrrelevant",,,"sdtu_hyderTalk3WaitAndrada:""'Under Andrada.' So Andrada is incapacitated?""",
sdtuHyderTalk3OptionsI2,SDTUHyderTalk3Options,"$saidBoss
!$saidAndrada
$trust == 1
!$global.knowsMacarioThinksAndradaIrrelevant
!$askedLastMetAndrada",,,"sdtu_hyderTalk3BossTalkAndrada:""You 'would'? And when is the last time you met with Andrada?""",
sdtuHyderTalk3OptionsA,SDTUHyderTalk3Options,"$global.knowsMacarioThinksAndradaIrrelevant
!$saidAndrada",,,"sdtu_hyderTalk3Andrada:""With Philip Andrada as good as gone, what are you loyal to now?""",
sdtuHyderTalk3OptionsB,SDTUHyderTalk3Options,!$saidBoss,,,"sdtu_hyderTalk3Boss:""Your superior is incapacitated in a clinic on Sindria, so... who do you report to?""",
sdtuHyderTalk3OptionsC,SDTUHyderTalk3Options,!$saidSmuggling,,,"sdtu_hyderTalk3WhySmuggle:""Why does the Deputy Star Marshal of the Sindrian Diktat need to smuggle weapons?","# ""why does god need a starship"""
#sdtuHyderTalk3OptionsD,SDTUHyderTalk3Options,!$saidMacario,,,"sdtu_HyderTalk3Macario:""Judging by what Macario has on you, he could remove you at any time.""",# tangent
sdtuHyderTalk3OptionsE,SDTUHyderTalk3Options,,,,"sdtu_hyderTalk3Glory:""Glory to the Sindrian Diktat.""","# like, ironically."
sdtuHyderTalk3OptionsF,SDTUHyderTalk3Options,$answersDone > 0,,,"sdtu_hyderTalk3Bye:""Until we meet again.""",
sdtuHyderTalk3HegemonyA,DialogOptionSelected,$option == sdtu_hyderTalk3Hegemony,"$answersDone++
$saidHegemony = true 0
FireAll SDTUHyderTalk3Options","""Faites-vous taire!"" » grogne-t-elle presque. ""Ne me parle plus de trahison.""",,
sdtuHyderTalk3HegemonyB,DialogOptionSelected,"$option == sdtu_hyderTalk3Hegemony
$trust >= 2","$answersDone++
$saidHegemony = true 0
FireAll SDTUHyderTalk3Options
$global.sdtu_offeredHyderHegemonyOut = true","Elle vous regarde pendant un très, très long moment.

""Je suis, pour eux, un traître. Connaissez-vous la justice qu'on rend à un traître au combat ? L'exécution, par la volonté du commandant."" Elle fait une pause et vous regarde. ""Il y a de bonnes raisons pour qu'il en soit ainsi.""

Ce qui, notez-vous, n’est pas vraiment une réponse à votre question.",,
sdtuHyderTalk3MacarioA,DialogOptionSelected,"$option == sdtu_HyderTalk3MacarioKnows
$trust <= 0","$answersDone++
$saidMacario = true 0
FireAll SDTUHyderTalk3Options","""Et tu l'aideras à le faire, j'en suis sûre"", dit-elle d'un ton acide. ""Vous testez l'amour du destin pour l'ironie lorsque vous vous réjouissez pour Macario avant qu'il ne revendique la victoire.""",,
sdtuHyderTalk3MacarioB,DialogOptionSelected,"$option == sdtu_HyderTalk3MacarioKnows
$trust == 1","$answersDone++
$saidMacario = true 0
FireAll SDTUHyderTalk3Options
$global.sdtu_HyderSaidMacarioFuelsWithLies = true","""Et pourtant, il ne l'a pas fait"", déclare férocement Hyder. ""S'il pouvait alimenter les vaisseaux spatiaux et nourrir leurs équipages uniquement avec des mensonges, il le ferait. Mais il ne le peut pas.""",,
sdtuHyderTalk3MacarioC,DialogOptionSelected,"$option == sdtu_HyderTalk3MacarioKnows
$trust >= 2","$answersDone++
$saidMacario = true 0
FireAll SDTUHyderTalk3Options
$global.sdtu_HyderSaidMacarioHasNoConcept = true","""Et pourtant ce n'est pas le cas"", déclare férocement Hyder. ""Il sait qu'il ne peut pas diriger la marine sur la base de menaces et de mensonges.""

""Je donne à mes officiers et à mon équipage quelque chose à croire. Avec moi, ils trouveront la force dans l'honneur, le devoir et la discipline. Ce sont des concepts que Macario ne peut pas comprendre, et malgré sa mauvaise allocation des ressources, nous sommes plus forts qu'il ne peut l'imaginer. Philip Andrada le savait. »",,
sdtuHyderTalk3WhySmugglePrivacy,DialogOptionSelected,"$option == sdtu_hyderTalk3WhySmuggle
!$privacyField ","$privacyField = true 0
$option = sdtu_hyderTalk3WhySmuggle 0
FireBest DialogOptionSelected","Hyder appuie doucement sur le bouton du champ de confidentialité, clignote, puis vous fait face.",,
sdtuHyderTalk3WhySmuggleA,DialogOptionSelected,$option == sdtu_hyderTalk3WhySmuggle,"$global.sdtu_HyderCalledMacarioWorm = true
$answersDone++
$saidSmuggling = true 0
FireAll SDTUHyderTalk3Options","""Les détails de l'achat d'armes militaires par la marine du Sindrian Diktat sont une question de sécurité politique"", dit Hyder avec un affect plat mais quelque peu bouillonnant. ""Ce n'est pas l'affaire d'un étranger. Ni de vers intrusifs comme Macario.""",,
sdtuHyderTalk3WhySmuggleB,DialogOptionSelected,"$option == sdtu_hyderTalk3WhySmuggle
$trust  == 1","$answersDone++
$saidSmuggling = true 0
FireAll SDTUHyderTalk3Options","""Capitaine. Même si vous avez le caractère qui convient à un officier, vous êtes un étranger et on ne peut pas s'attendre à ce qu'il comprenne.""

""Le Diktat a des ennemis à l'intérieur et à l'extérieur ; s'il se bat contre lui-même, il ne survivra jamais. Je dois faire ce qu'il faut pour maintenir nos forces même si je suis mise dans,"" ses lèvres se recourbent, ""une position intolérable."" ",,
